"gene_9176","gene_18135","gene_203","gene_12983","gene_9177","gene_9175","gene_16358","gene_8014","gene_6733","gene_3523","gene_220","gene_11910","gene_1858","gene_3737","gene_219","gene_18746","gene_3921","gene_15895","gene_3439","gene_7238","gene_15898","gene_7896","gene_14798","gene_16246","gene_5577","gene_7964","gene_2037","gene_450","gene_1510","gene_13818","gene_14114","gene_12013","gene_5597","gene_11903","gene_17801","gene_5667","gene_11566","gene_3440","gene_4178","gene_5729","gene_3461","gene_19159","gene_7421","gene_11449","gene_19236","gene_18178","gene_7560","gene_11059","gene_17376","gene_7116","gene_8348","gene_8801","gene_13210","gene_2638","gene_15896","gene_14190","gene_5576","gene_13976","gene_17664","gene_9184","gene_2288","gene_592","gene_12078","gene_12808","gene_10284","gene_16130","gene_223","gene_15736","gene_1923","gene_3453","gene_16392","gene_6937","gene_8831","gene_15473","gene_12847","gene_11550","gene_1663","gene_5021","gene_12995","gene_4046","gene_15633","gene_16377","gene_7965","gene_18290","gene_6830","gene_15899","gene_8003","gene_16272","gene_1482","gene_15983","gene_8005","gene_16132","gene_15591","gene_2318","gene_9711","gene_15900","gene_16169","gene_15894","gene_537","gene_14503","gene_3862","gene_15161","gene_16337","gene_9173","gene_9626","gene_12079","gene_1122","gene_2928","gene_2054","gene_12977","gene_11464","gene_6876","gene_5625","gene_14199","gene_16131","gene_7026","gene_12881","gene_5830","gene_6265","gene_13507","gene_6594","gene_19153","gene_12069","gene_18","gene_6611","gene_10809","gene_16064","gene_18091","gene_18636","gene_3860","gene_4442","gene_145","gene_15897","gene_4456","gene_13202","gene_5407","gene_13717","gene_951","gene_2129","gene_6816","gene_15589","gene_5829","gene_12848","gene_3970","gene_7747","gene_17585","gene_12245","gene_6361","gene_6584","gene_12568","gene_16255","gene_742","gene_14780","gene_6875","gene_16061","gene_3524","gene_4918","gene_9652","gene_6836","Class"
18.5251613752,6.8783084591,15.6730799092,7.62030781439,14.1261236647,17.1735697889,14.4119147696,14.5920481846,2.71780252487,1.82203667202,0.591870870063,13.7649130469,0,11.0576939501,0.591870870063,7.68928518087,0.591870870063,0,3.26629181758,1.59865104788,1.3342822253,1.3342822253,15.7797526935,0,5.99745726474,5.24877769365,0,0,1.59865104788,2.47622613255,0,3.92603738372,5.39504908562,0,8.80345308573,0,0,3.18816351558,9.95417158657,11.1907321337,0,1.59865104788,10.7732875906,1.0102785673,0.591870870063,8.78637092318,1.0102785673,0.591870870063,13.1497010821,0,8.72262654269,3.87707672641,0.591870870063,2.18589825255,0.591870870063,8.17271251903,5.93902906358,12.2050631661,13.7186613002,6.72074359919,8.2468450862,1.59865104788,2.18589825255,8.33332085932,3.01795752966,0,3.18816351558,4.87777859942,12.6163374781,4.14861690446,3.4108837772,10.6715410667,8.5634784903,4.66354387288,5.97436869818,3.34039135722,1.0102785673,4.54318033671,13.1866621119,6.19014270722,1.0102785673,1.65085644759,0,5.61999396281,6.46321046099,0,10.390082951,8.76192016948,9.21152575058,0,8.45715511965,0,0,2.47622613255,2.01539051939,7.02034662481,3.47807873982,0,13.6218801688,11.4758195443,0,0.591870870063,0.591870870063,5.60504090173,13.3570570929,0,3.60376281971,10.7287113382,8.91527588949,4.26735601178,4.63437835825,8.44039995595,10.3058907439,2.82495110552,0,6.02018436278,8.52228335001,0.591870870063,7.9570555959,11.6840516462,1.0102785673,1.0102785673,4.69212586119,0.591870870063,8.450893684,1.3342822253,9.02468259033,0,0,3.92603738372,4.37706126339,8.12633794562,9.5950690888,8.8675135061,0,7.97461534851,5.98596030712,10.0778037718,3.26629181758,4.47901062142,0,0,8.08651310808,9.43515767461,8.95857011466,12.5883351756,8.87532546389,7.63878342226,14.8016831014,11.3838068757,10.9578638272,0.591870870063,8.41276035888,11.3151155894,7.39106310698,4.85267806267,14.0072726023,5.74803716433,5.84031971256,"PRAD"
0,0,9.18492987674,6.42229860682,0.811142173669,0,6.2894305868,0,2.59227762362,1.3271699704,0,2.32895132391,0,0.323658291026,0,8.29298875375,0.587845009254,10.0688320086,0.323658291026,1.70650845057,13.6092133735,6.09079204687,10.5163106864,1.17478989305,0,3.89082604339,0,0,0.323658291026,0,0,3.96240095169,5.63795215897,11.3286749273,5.37488298605,0,0.323658291026,0.811142173669,4.74991500311,11.3325289281,0,0.323658291026,10.3435965862,1.70650845057,0.811142173669,9.95822934151,0.323658291026,0.323658291026,10.3357587979,0.323658291026,7.52639751332,0.323658291026,0.323658291026,0.811142173669,13.5321245495,9.46151628158,0.587845009254,0,5.16840135239,0,6.89439337882,4.77663568643,0.323658291026,7.57478272084,1.46503412153,0,3.65192422189,2.46660101949,5.65245494458,3.62276639899,0.811142173669,0,4.54755470822,0,0,14.6448139115,1.59081756331,1.70650845057,0,2.70785605148,4.89111778376,2.71782445449,0.587845009254,7.13541173965,1.3271699704,12.6959829421,0,4.73636133909,2.76237007849,2.2548661099,0,0,6.55557384537,2.59227762362,0.811142173669,10.100859415,0,9.97599122753,8.15141236924,10.9382122671,0,9.79951800336,0.323658291026,0,0.587845009254,0.323658291026,2.00658527745,10.6562282,0,0,3.29328218927,6.48440885286,10.8893062162,1.46503412153,0,2.86554275449,0,0,4.36589546315,11.1343428879,4.1375527057,0,0,0,6.17857721614,2.65122394299,0,0,0,1.3271699704,4.38339325882,7.03661322406,14.0010914705,1.81360677487,0.323658291026,3.13706081076,7.56139487823,4.1375527057,0.811142173669,2.09416849472,0,0,0,8.87216696222,7.0503710915,9.19177236393,4.0082269108,0,6.22297453438,0,6.68816636807,1.46503412153,6.88522048,6.90048042787,9.08757422149,0.323658291026,10.7878699189,1.46503412153,11.6888010512,"LUAD"
16.0535971492,12.9000290169,13.8047360516,2.43879850476,10.8090365491,14.8184224017,14.7898138022,12.9195784459,1.30684550031,2.43879850476,0.452595434703,14.7471335058,0,9.70927684843,0,10.8334277608,0.796597754048,0,0,2.22801825364,1.07416287551,3.18696004242,13.766259724,0,0,1.07416287551,0,0,0.796597754048,0,0,2.6226727038,5.95814667376,0,1.07416287551,0.796597754048,0.796597754048,3.45276673469,6.33261306348,12.7214517,1.98112198979,0,12.7099130807,0,0.796597754048,8.07628651186,0.796597754048,0.452595434703,12.8809858259,0,10.0443941194,2.22801825364,1.30684550031,3.71812047177,1.07416287551,5.1702014915,0,9.00028456607,15.0288082625,6.87582920035,7.09387704075,6.2581646144,0,5.75657233385,1.30684550031,0,0.452595434703,4.45970045948,5.81439917352,4.99790205911,1.30684550031,4.00972338495,7.970617863,1.07416287551,3.90715987355,0.796597754048,0.796597754048,4.0423554193,3.00025244954,2.10982856531,0,3.00489684321,2.22801825364,4.13604369611,0.796597754048,0,3.40337680669,6.08886030543,9.85014150849,0.452595434703,5.62271662418,0.452595434703,0,0,1.68302266506,3.40337680669,0,0,11.9765104241,11.6784460908,0.814837498389,0.796597754048,1.68302266506,7.74635307962,9.27076252047,2.43879850476,0,13.3049501811,8.02060776167,0.796597754048,0.452595434703,3.35223591947,11.7980748231,1.8397580797,0,1.50716034912,0,0,1.8397580797,11.3714281778,1.30684550031,0,14.7661510005,1.68302266506,3.18696004242,1.50716034912,0.452595434703,0.452595434703,0.452595434703,3.75560332875,2.53366301282,9.93881652932,8.17205240918,4.76357623203,0.796597754048,4.94710505157,0.796597754048,9.67716993882,6.42831159348,4.30693296907,0,2.78573885352,5.32410132,8.06296895141,4.10548532579,12.6164110001,8.39214995739,0,13.0466550964,8.53944189284,10.5043224483,1.30684550031,6.60800193539,11.7459389759,9.72192286231,2.43879850476,11.2691675978,2.53366301282,4.13604369611,"PRAD"
18.3717936572,13.9073038084,17.4724925312,2.65002924053,13.7746738299,17.3710789462,15.3702412628,13.3875057916,0,1.03941918313,0.434881719407,14.6796890113,0,10.4216125387,1.03941918313,9.56280145564,0,0,0,0.434881719407,0.434881719407,0.434881719407,16.3118547254,0.768586635001,0.434881719407,2.65002924053,0,0,0.434881719407,0,0.434881719407,3.00644165782,5.87513129411,0,5.78596112261,0.434881719407,1.26735601178,1.46409316524,11.9916175029,12.6574457406,2.38446431478,1.79181407116,12.4938279357,0.768586635001,1.26735601178,9.19153550911,0.434881719407,0,13.8752021906,0,9.99554104971,1.03941918313,0.434881719407,0.434881719407,4.21641606164,7.8783084591,0.768586635001,9.77983095863,14.2218212079,5.52447432893,6.67688795867,3.29200130514,0.768586635001,7.65729700999,2.05869746918,0,2.72870419668,1.26735601178,12.3917510753,3.00644165782,0.434881719407,7.1288398354,8.66501607249,1.03941918313,4.29608291884,1.63723926617,0,2.72870419668,14.4655855352,3.29200130514,0,2.20786162414,1.26735601178,3.84478735008,3.34291025546,0,9.14549150264,11.6774818152,10.5854883874,2.478531813,9.12291080183,0,0,1.93141831808,0,5.10517519227,0.768586635001,0,13.4635754593,11.1266528549,1.03941918313,2.65002924053,0.434881719407,6.44023465745,10.1870798409,0.768586635001,0.434881719407,12.9358501302,8.42477096,2.56683950309,2.28383289719,5.96724240079,10.7448170228,1.79181407116,0,2.38446431478,1.46409316524,0,5.40977107863,11.1660626304,0,0.768586635001,8.65371928588,1.26735601178,5.94269981524,3.61556931653,7.63449162572,0,0.434881719407,4.13209147593,3.34291025546,8.30283081345,11.7658289241,10.3279904384,0,7.07339181605,3.5735563062,9.91949353346,2.56683950309,1.63723926617,0,1.46409316524,6.95974697548,8.93763864556,6.63153213694,12.2420099543,10.4549058589,4.21641606164,14.8047259699,14.4917028078,11.4349044398,1.03941918313,7.2235673528,12.1795981308,9.66135947737,0.434881719407,14.022090345,2.56683950309,4.32169003056,"PRAD"
0,0,4.05614996111,6.67526550237,5.93701004745,1.58009723295,6.84540223205,8.58997690978,0.360982241369,2.67834238508,0,7.91923876603,0.360982241369,0.360982241369,0,14.4394088677,1.09565441671,0,0,2.74103546167,1.09565441671,0,11.0082185056,1.83126923597,4.26253839416,0,0,0.360982241369,1.43594856486,1.09565441671,0,1.27584142314,7.95768828943,0,1.43594856486,0,1.94212034944,0.649385529182,0,11.7683745759,1.09565441671,0.360982241369,11.7265076913,0,0,8.36899091616,0.360982241369,0,9.15726355478,1.83126923597,10.3253841658,0,0.360982241369,1.09565441671,0.360982241369,8.12421955653,5.16854175578,0,0.88970715844,2.96762975347,7.82290856209,6.19946623082,0,8.15475736272,1.58009723295,0,1.58009723295,5.60756112649,6.09534638252,5.86142938907,1.43594856486,0,5.55619027491,6.05890090251,0,1.09565441671,0,3.56100835414,0.360982241369,3.25220369616,0,1.09949720117,0.649385529182,5.93029973254,4.80765888649,0,2.85877674531,5.51193604225,0,0,3.75574217935,0,0,0,3.66165840255,3.16343432482,0.649385529182,2.85877674531,9.23208030061,11.5792074956,3.90008428083,1.27584142314,0.88970715844,0.360982241369,2.39618689563,0.360982241369,2.14120387736,10.2346857268,2.96762975347,5.23539008534,0.649385529182,13.636771873,9.33669176631,1.58009723295,0,2.85877674531,0,0,6.72651790898,10.7419809392,0,0,0,0.88970715844,3.45279308672,0,0,0,0.649385529182,4.99935515156,4.7478599848,7.90868083074,4.60350172636,0,0,12.8707808216,3.78579115521,5.33018548831,4.10463020161,3.20850165289,14.9759195995,0,0,9.52993023747,9.68545139055,12.3058707989,6.5096071749,0.360982241369,6.63869076157,3.78579115521,7.61479080942,0,7.27418710145,10.4227165657,9.46293573171,0,10.5375290417,10.8286442743,13.3897119946,"BRCA"
17.3980839757,13.9712830837,17.090432937,4.11403380055,14.5208457718,16.0648353718,14.5477259879,13.9751762493,0,1.44228003525,0.515409693386,14.6872116321,0,10.6854233564,0,8.81141001783,2.62114930357,0,0,1.19415010559,0.89429393355,0.89429393355,15.5254412825,1.65388548872,3.32433538608,1.19415010559,0.515409693386,0,2.40427643798,0,0,2.89539957339,8.06413915822,0,9.36837549989,0,1.65388548872,4.40465111885,10.8169196442,11.7349085697,1.19415010559,0,11.604122302,1.65388548872,0.515409693386,8.79317734657,0,0,14.4087410466,0,8.25060161259,2.71848218821,0,1.19415010559,2.40427643798,5.6911293272,4.25046897276,10.6407239472,13.9961733374,7.79243893006,7.86862503862,4.83185697848,2.97634530404,6.46909149404,1.44228003525,0,4.37510895714,5.22868018512,10.2114381424,5.93337434848,3.88164504395,13.3168047674,9.89554044523,4.2175486946,1.44228003525,2.14893410453,0,4.28265478465,12.2935636105,5.49904859773,0,0.89429393355,0,6.64031435747,3.12575027527,0,10.353621028,9.83443786604,9.87260255135,1.19415010559,9.07068717503,0,0,2.62114930357,3.96333539663,5.42888271475,2.14893410453,0,14.5226796037,10.5929988805,1.44228003525,2.28223220805,0.515409693386,5.0532286593,5.63663911992,2.28223220805,5.14361790391,13.5646377701,7.46093091427,4.43360713879,3.38489251462,4.67095360837,10.028417206,1.44228003525,0,5.56595658635,7.96845368478,0,7.66088014146,11.4481369594,0.89429393355,0,7.60470147529,0.89429393355,8.17116678759,2.00201836053,7.04861765062,0,0,3.5526475818,4.895675851,9.13704748627,10.286765661,10.7683828471,0,8.27079521838,5.90264041332,11.5129527534,2.00201836053,6.18397474084,0,0,2.89539957339,8.73496359348,9.27046820588,12.8333941575,9.78263298563,9.24108222646,14.4465470248,13.7931866963,11.3303959353,0.515409693386,8.41388175333,12.4051228442,8.57686221349,2.62114930357,14.4266054673,6.18397474084,5.01542174313,"PRAD"
0,0,4.09169137256,10.9703575851,0,0,7.55649839093,1.87774424995,13.366513468,2.44845169044,5.68310690593,5.16087582914,9.07803335877,0,6.88029370151,7.93060725264,1.87774424995,0,10.8172954804,0.531867995606,0,8.75379504865,11.2328465973,10.0832399664,10.6420246083,11.8340838564,0,0,9.13291095156,7.74218815364,0,1.87774424995,12.1221744289,0.531867995606,9.61366793048,0,4.77104569825,2.32553033157,3.8895514187,8.33489895072,3.10082630814,9.92616699162,8.24871034273,0,5.76817903047,10.3534666536,0.919683313397,0.531867995606,8.25293502568,3.173926932,3.7531017302,10.977072378,2.85630848972,0.531867995606,0,5.36193675757,9.32666766944,0,3.30984556376,0,2.85630848972,10.1050049048,7.30316884268,5.79159009751,4.88426577964,0,7.51138106254,11.6165947887,3.8895514187,10.0826413901,4.20064559028,0,5.39288408453,9.36813755586,0,5.92460825578,0,7.63625483724,0,11.9306671227,6.12221714617,3.24348629552,5.00935613084,11.524620067,12.2047453575,0,5.24807936809,5.23105601748,0.531867995606,0,2.19115201793,2.04292444517,0.919683313397,0.919683313397,7.44648783665,5.72018268374,5.75632680735,6.57092432535,9.46833079069,9.99899934692,5.76096073687,0.531867995606,1.47679641898,0,0,1.47679641898,3.8895514187,10.5084286525,3.37330019661,11.2178002163,5.52447119461,9.07326594431,3.70458428186,2.44845169044,0.531867995606,4.74729071543,0,0,11.321967543,7.46481527327,5.06805594369,3.60238561311,2.19115201793,9.46687790598,8.23169639964,0,0,0.531867995606,2.56171715708,7.30970371103,9.47141509944,9.08160060654,1.87774424995,0.919683313397,0,11.8002163987,7.37467436593,9.35836988639,9.24421872577,9.07922342168,0,0,0,8.22095867501,10.5480608739,4.09169137256,6.14965567819,2.56171715708,8.97826428422,7.32338808462,6.88574517404,0,10.5000152543,8.63100239353,4.72314349487,0,10.3089078041,1.69117679681,7.62326697952,"KIRC"
17.604560468,12.3037293855,16.4062415507,1.05304180731,14.1379117215,15.7487484318,14.5862182071,12.3612529565,4.81917766554,0.779553903495,0.441802154629,13.1894755772,0,11.6880142124,1.65526022602,9.77412320129,0,0,2.1962608061,1.48104055612,0,2.1962608061,13.0587274314,0,4.76317252198,6.54596836911,0,0,2.07884889787,0,0,1.65526022602,9.12542896936,2.48462797128,11.152848879,0.441802154629,1.95099089988,4.004357565,9.99585192968,9.79580265633,0,0,10.8939309608,1.48104055612,1.28285490932,9.53179471396,1.95099089988,0,12.6732273529,0.779553903495,7.41339944896,0.779553903495,0,1.05304180731,0.441802154629,5.64634413494,6.09506782922,9.57096377986,13.7717267354,7.20498188707,6.17593571459,6.24571621827,2.40585624995,6.89335007499,0.441802154629,0,4.004357565,5.83925922684,8.85213932819,5.63598940492,2.58882854778,5.60446279141,5.83020207411,6.16876837815,3.31576908599,2.50024117919,0,5.87492972314,13.0323781148,6.85814266741,0.779553903495,1.28285490932,0,7.03409463447,6.17593571459,2.50024117919,8.62877723984,9.1049236837,8.49476760041,2.89710486397,8.96090840135,0.441802154629,0,0.779553903495,0,4.89062179002,2.1962608061,0.441802154629,13.2601477147,10.2534102384,0,0,0.441802154629,4.09788885941,9.54782959404,2.40585624995,6.36339713771,11.4443626914,7.90462860102,4.37199090947,4.18571592643,5.52810555574,9.24270014938,1.05304180731,0,7.59012291772,11.0665466891,0,9.01186178984,9.80680897768,0.779553903495,0,6.93619033969,0,10.6224362428,0.441802154629,0.779553903495,0,0,2.89710486397,4.74401035836,7.80413747618,11.8064690673,9.71998768034,0,8.45407305143,6.1101126377,10.9391237092,1.65526022602,4.42107515024,0,0,5.9437291419,6.99004721957,11.1464732142,12.5199924602,9.06494480873,7.38585377464,11.0761542102,8.93050672443,10.8486777055,0,8.77281930515,10.9566520363,7.67856492952,5.29783336841,12.4879555654,5.75562469125,5.73636133909,"PRAD"
0,1.55404850725,2.64521745148,3.55929601433,5.38072598581,1.68392098081,6.0744626207,4.28790811113,1.41131776834,1.91314792063,0,7.20295637866,0.352306552906,0.635336494705,0,13.4493034327,1.25283949138,0,1.41131776834,1.41131776834,0.352306552906,1.0748479159,10.000338092,3.12854086864,3.94340565138,0,0,0.635336494705,3.17346327682,0,0,0.352306552906,8.68769760736,0,0,0,1.80306167509,0.871764810561,1.0748479159,12.0362320062,0,0.635336494705,10.2758102359,1.55404850725,2.01539051939,9.17766121277,1.55404850725,0,9.15135909071,0,10.1493914818,0.871764810561,0,0.352306552906,0.352306552906,5.79429108733,5.2918355905,0,1.0748479159,2.57997659719,5.93791636572,7.24039066039,0,6.14383215267,1.55404850725,0,4.15979869576,7.67076953606,6.46167424912,6.43424790645,0.352306552906,0,4.67917604588,5.20794359489,0.871764810561,2.01539051939,0.352306552906,6.35845252822,1.0748479159,3.17346327682,0.871764810561,1.58096551272,0,6.74075220341,6.00780546736,0.635336494705,1.68392098081,8.32294213338,1.68392098081,0,0.352306552906,0,0.635336494705,0,1.91314792063,2.36440434153,0.352306552906,0,7.27039812213,12.06175595,0.352306552906,2.20041018787,0,0,0.352306552906,4.61548103816,2.01539051939,10.8491783181,5.04825798637,0,4.26733353692,11.6024390637,10.9323993224,2.76746412109,0.352306552906,3.37924665557,0,0.352306552906,9.2881601226,9.10934488694,0,0,0,0.635336494705,2.98469871034,1.41131776834,0,0,1.55404850725,2.36440434153,5.7053061459,8.33901709592,0.635336494705,3.25933275502,4.46097185677,12.1944583137,4.34793489646,6.84163353254,0.635336494705,4.86867688923,0.352306552906,0.635336494705,1.91314792063,9.36494006259,11.5109075404,10.7152928088,4.59910946873,0,7.66291755487,1.68392098081,7.84924244648,0.352306552906,8.33164252353,6.38256869519,9.45810102073,0,9.80761091331,6.82413137939,9.78426676416,"BRCA"
17.8537846892,14.2088135152,13.3784032437,4.98385095361,12.7130878917,16.7805782129,16.0487273883,13.9575011223,1.56364626948,1.85119933859,0,15.0636942073,0,10.9942049165,0,8.52895413234,0.724213686757,0,0,0,0.724213686757,0,14.8433469595,0.724213686757,2.77989003934,8.65097273556,0,0,1.20414071678,0,0,1.56364626948,6.03447325357,1.20414071678,8.16604756197,0,1.20414071678,2.63598650375,9.82746973838,11.7293233376,1.56364626948,0,12.7490586262,0,0,7.69656421053,1.20414071678,0,14.4081439513,0,9.01871483837,0,0,0.724213686757,2.63598650375,5.94569431097,3.93959331799,10.5687636825,14.5187883713,7.82809204406,7.6381245334,5.17822861565,0,6.87905630934,1.56364626948,0,1.20414071678,4.65098852703,10.585995311,4.57409545142,1.20414071678,7.74283487553,11.2333320677,5.15201301194,3.34027740477,1.20414071678,1.56364626948,3.93959331799,3.74285777495,3.34027740477,0,1.56364626948,0,3.67082900814,2.09085343045,0.724213686757,11.0369153793,11.2604256171,10.2575646327,1.20414071678,9.94473401971,0,0,1.56364626948,1.20414071678,2.9107326619,1.20414071678,0,13.5929008033,10.116408946,1.56364626948,0.724213686757,1.56364626948,6.44399777036,0.724213686757,0,4.16606463952,13.0521026998,8.95759543436,0.724213686757,1.20414071678,2.63598650375,10.9140935736,0,0,4.11269179345,3.93959331799,0,6.88702560233,10.9223539693,1.20414071678,0,15.9886846868,0,8.57160855638,2.9107326619,3.74285777495,0,0,3.03068920407,4.16606463952,7.97260075967,9.71108874735,11.8187459293,0,6.74517009086,5.5434896969,10.3155458526,0,3.67082900814,0,0,6.19714984096,8.51616489451,8.3872505153,12.4823718562,9.82643408403,7.04495141661,12.6642205956,5.64096212809,10.8850404538,0.724213686757,7.16778943521,13.0515488384,9.36953845957,5.32624250892,13.8971269541,3.43028527298,3.51499329658,"PRAD"
