chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0.44981143201228807,0.8685291628906046,0.4652932322503315,0.06468943539133504,0.46396014465386765,0.22513138560938956,0.6263377361300175,0.29064734377080576,0.5368129086734877,0.3027442597176428,0.15533193487462393,0.039605962749365724,0.5413632767604657,0.28057736874063655,0.5518948756610687,0.09264767006078005,0.6444444444444444,0.7205443409753369,0.24486180289420265,0.39614691282243947,0.20468309869546406,0.46460649346089467,0.1598357031302441,0.3168983660874053,0.43734401120351607,0.5639546968116512,0.2861225970634091,0.4721092240313737,0.2430656201596953,0.7317877043482219,0.39107266866781554,0.3676240382880043,0.26455916233706706,0.5909915080627693,0.23668097960829582,0.5263250122791356,0.25612177880758724,0.8537519204299143,0.16431310012982595,0.4553244592205026,0.26207497349836373,0.8945286070629908,0.27008038693933406,0.4307360829487017,0.3070184036064917,0.6912259166209636,0.305324664941379,0.6787492704845077,0.17539817031450827,0.5163924534090967,0.1584539471363871,0.36908207806107723,0.17277847192057155,0.34125069145095355,0.15087549590987825,0.28985260101067817,0.14014240918026802,reggae
0.5127243873678786,0.7064779719912079,0.6563409084757226,0.1354369465326003,0.7732497645081517,0.3330217928075512,0.9602184641712355,0.11859836888721256,0.9060195386098644,0.18651181438081832,0.4189822107094067,0.19263253045805243,0.5412967200793681,0.33463136385243347,0.5544697904462202,0.3870440033128956,0.36507936507936506,0.8728500539988064,0.10202331006006427,0.3294094436456243,0.11170389533826997,0.8062362009237725,0.14536174603244711,0.18409114508984828,0.2787680803532112,0.7884509331226464,0.11236360719057949,0.413088087296635,0.31757872226396705,0.8156744801996176,0.21012745236983837,0.36872807186862044,0.17185913540370687,0.7369983381746481,0.2055126150611613,0.5268096387764847,0.1919958116117727,0.6213227806329964,0.062469974268978545,0.36419290393042725,0.1333992925892133,0.7353309987989899,0.07941332587801501,0.39369432462775894,0.14748014851523572,0.6611355380816915,0.2081504903699243,0.6043675645022604,0.16813267105564647,0.6273063642541304,0.18023904707493232,0.5031311649235491,0.3151981834972416,0.6275584836808362,0.2984867950328324,0.6104229821895838,0.13411990054870168,pop
0.179435592388621,0.8836230679491094,0.25874763039193216,0.09478692196820931,0.15686551048389263,0.203130312413774,0.31054675837718576,0.46695354034708314,0.1970486238744085,0.47364635138831135,0.053863553229767935,0.031454110007310895,0.5413660881082121,0.14272689139933853,0.5525119849286467,0.009004452491822995,0.3333333333333333,0.43433236708487266,0.24707845964204408,0.5808235790614041,0.15499947365681407,0.6996764208025579,0.09224898154583992,0.2297249143422003,0.23932806442285368,0.6695634361034325,0.3849143121380276,0.629386147467683,0.27760234706191067,0.4760350763809258,0.7182609046891425,0.31443172685779286,0.2716018096837694,0.228168023071108,0.35896559286031704,0.07326860458423556,0.27431861397681157,0.28633269278842655,0.14732815791378995,0.07284978832735384,0.2461575958945219,0.32085318266358104,0.21356876853880918,0.0,0.1944080813717341,0.19202783646182675,0.2956391711939884,0.03432319463199485,0.3526031202589761,0.19659002001074982,0.321565093099669,0.21871584181720413,0.19649791473076056,0.2263668866313911,0.19422851098303814,0.3611687650372327,0.24700478979203006,blues
0.5929985707392897,0.814321084702314,0.6037945359339485,0.2825461071049605,0.8961039781730433,0.41774835571497465,0.9086070954949894,0.12862013834087754,0.9213992098016524,0.1971340002650206,0.6691833946714247,0.46282232897448383,0.5470015416789132,0.2557908653923039,0.6070824604597227,0.5371792085775403,0.3043478260869565,0.8665564281812266,0.1282945622958143,0.20023104327426136,0.21436088510726506,0.6321363736732533,0.15247541167720835,0.25381545845495324,0.21995904065473512,0.791467801829181,0.18634219297643817,0.3704240860908492,0.42423839786255946,0.7698632292793487,0.2929943993418993,0.3319111229544854,0.263198416267535,0.5828982674152233,0.32837721493386035,0.37500656068217675,0.23123331204167707,0.6251668656347183,0.13233085221443067,0.4342756567526632,0.23869629461851816,0.7539803083487117,0.27691988889823776,0.40452854577109293,0.25825403054644047,0.6189659426630455,0.3940217350757308,0.48942185003926586,0.25818903843345964,0.6538267669876273,0.23095460128591538,0.47757808628984866,0.22841465713237302,0.6527702339037966,0.21332935951464546,0.6105802742035856,0.1426318359758735,pop
0.39056241156988963,0.718086174351478,0.38420697623564054,0.09483703806230201,0.4539931247568744,0.08796730071874997,0.48491406130323694,0.10049494327795964,0.4802471417798998,0.13315011048346248,0.3960076741043769,0.05454559021656404,0.5487241101204002,0.11792926200721707,0.5935663275957593,0.193256347353691,0.39999999999999997,0.7914081197605358,0.1425493346485058,0.5388807773960548,0.0831864151159469,0.1952734466709758,0.13717032972528742,0.36053472008181664,0.2357578548926341,0.2275958588654456,0.2499336049369586,0.43534091782694406,0.47513740146990846,0.16166800314785157,0.24438834761657502,0.5188833320295472,0.18514987652152534,0.162311245343512,0.19545819889956867,0.779201910261802,0.13887871187892503,0.24613744748435873,0.06361654080941292,0.678355865741745,0.18208152402719435,0.3370004709377076,0.20422785904525692,0.5364505601532275,0.10922822893969462,0.23126606396395705,0.1190097915140012,0.5621848673407218,0.09215001978372811,0.37020301122706956,0.0687663676149996,0.5472057003194803,0.12955267434191964,0.22174723918887873,0.11842657724381306,0.6485812460261613,0.14329625354390096,disco
0.5216056325922154,0.7644207227009417,0.2643908575175541,0.039093475322284146,0.3750302249717093,0.18230599495734018,0.5025526732100787,0.19057502776560675,0.4544050092105789,0.28151519506128514,0.2699851444866639,0.10063992393419424,0.5449654638563104,0.048913207187864086,0.6005362593496468,0.09706577335212799,0.3333333333333333,0.6672791894540948,0.16390851369867152,0.58577714419503,0.21025649109949496,0.4710206471333626,0.22793219763004266,0.479685706731923,0.5700308527876912,0.43043606760738695,0.32106288499841956,0.7214545516223043,0.40751357965529006,0.3565097392723596,0.24512511756013827,0.560100356408276,0.22766724034853492,0.24079478914937708,0.3320051990316214,0.649179669207359,0.19396032963225646,0.3817346216396261,0.08744424445736668,0.6886474597756409,0.14043672955080388,0.4321081081583834,0.21062551409918773,0.6285068753297809,0.12759244440579282,0.30333326168756297,0.17490811571424245,0.7156077109503665,0.13710860668100244,0.21101248101583997,0.14151284484025103,0.4882978770010363,0.15505764320172333,0.30224450087366367,0.13109616524165532,0.5061633843643525,0.0896457700619056,disco
0.40089381190869994,0.7970699418694899,0.44997703460867117,0.07525236340339421,0.3533065515431015,0.20580383909039635,0.5004134355787162,0.18467341758596417,0.4462226124436287,0.2654829206414783,0.1977321080645285,0.11317121969391977,0.4897864507699132,0.2158368894064435,0.6073438681078943,0.1181799960019777,0.23076923076923078,0.7304220988841338,0.12266021351574188,0.5778240373806096,0.18509587193138968,0.49253690697074204,0.1148702101247899,0.5357234011852045,0.20485604382234923,0.5077275750987907,0.25003012855739687,0.8312490840035943,0.24471009269797517,0.30022948420532974,0.23890733703784556,0.5795474991505212,0.1749864836419185,0.3974657132887921,0.23892955468043142,0.678514514864436,0.19067636024037093,0.5500610496838527,0.08117175179225503,0.6588110328637171,0.09632118399357405,0.5571147738336385,0.1425269239869934,0.6146275033336457,0.12360188601294465,0.28789580532503717,0.12003023547004421,0.5619928498131144,0.10812642509760484,0.09624561121479241,0.04259803848079178,0.2514618994067105,0.11202979122984956,0.4074038970772891,0.13970367646637988,0.4759229139990919,0.06844734138740077,rock
0.19982660532976776,0.7832469219869523,0.34792378689601045,0.15120490666973782,0.20365343797930802,0.06554096094104507,0.3560959158758534,0.09867195306097351,0.2473507770703848,0.12847228098176386,0.11744067126018087,0.0422434134661978,0.5409116539507396,0.19922529449878437,0.5479591360171066,0.047375488886735796,0.27777777777777773,0.5937520776581782,0.0906508904798091,0.6472319464556007,0.1381642425793695,0.5998829886424332,0.21720552252143066,0.597967967960649,0.13174230016719837,0.6454979533766418,0.10606176987936465,0.5222596120035934,0.29797436062592925,0.605009033841644,0.11300409004802774,0.38970438659070167,0.14879161713805336,0.13252728833196425,0.28928393173330835,0.5699910978597693,0.2209089088269941,0.5839519342944514,0.11926087952092504,0.3209929897813167,0.13647558804022242,0.6634105144464817,0.11656781330361059,0.6902288109131283,0.1585181929571683,0.6265294988892595,0.20239711722806072,0.5218466242017072,0.19572578056748732,0.46570189691272706,0.20510346860466394,0.36930823925411255,0.27724544464784534,0.4333680633934802,0.19445015427084275,0.3446942772237436,0.1989349868438316,blues
0.5149700704507321,0.8828198304651954,0.6560191071082615,0.32112000285426995,0.7373602742843848,0.3167804982093249,0.8720218450042818,0.16818421913949133,0.826406319906403,0.28225917462179684,0.4853019998954891,0.23612368633995223,0.5413750874211761,0.31172523539210745,0.5470593461816747,0.5564420728997488,0.3333333333333333,0.8868630140101311,0.18731183081248962,0.3238283793490001,0.14774665956556615,0.5957952243437642,0.12906370655484842,0.15748900378205605,0.36681087088293296,0.6731642175066795,0.2126985661332006,0.36116454306540163,0.43458520149892754,0.8083243436471869,0.2508128993405442,0.34378197927731136,0.25390287960905755,0.7680240388695293,0.27427499363800567,0.44383669439577894,0.21757925939164147,0.7246524881823975,0.08995509391391321,0.36969121021296364,0.19296792692576986,0.7607589311135015,0.12522262016709396,0.34490544920345034,0.14064693123637922,0.7070179848795068,0.2095996101574714,0.5469801785827709,0.18798846874366978,0.528616803905438,0.19124895786518603,0.47780278715816477,0.2447735621942293,0.5460643572426899,0.23110426656234787,0.5914461326319115,0.16300803018164842,pop
0.2342786858427443,0.9212380396849636,0.1107132227551718,0.02040453645738887,0.25700981799165884,0.12795881131836762,0.38730524376932635,0.25438305655294363,0.3155857276987416,0.28532928002475233,0.15689512306187825,0.039002669582514235,0.541274248670573,0.019642121873927432,0.5493825335966371,0.013253515324368258,0.39999999999999997,0.42788929462697767,0.17536306888943187,0.6342294359902212,0.2016612695809967,0.5330875506344908,0.05257145030958257,0.47782080003861005,0.05896426868310836,0.4312678265785529,0.06728831572689184,0.5625467833635244,0.1078229162037213,0.4628940831508964,0.12105105255284622,0.44546527433124367,0.09160294749391007,0.3804217463808668,0.14642157912094494,0.35117677069735176,0.0968296565520043,0.39841605696273463,0.0825384342127546,0.39541245383879153,0.07690036745279664,0.5120389587533182,0.2687360836037323,0.4936080779216954,0.15547564358492716,0.3840750519489614,0.4040020549723661,0.44209697449938434,0.22729296621494235,0.4016356129925781,0.22511049217725188,0.3126139295202249,0.3450318604096022,0.34101122314593346,0.3226691401012721,0.4525237817041885,0.16095985482715372,jazz
